Index,Object Fid,Last Upload Time,NE Name,NE ID,NE Type,DCC IP,Net Mask,Software Version,Hardware Version,PCB Version,Manufacture Date,Location,
95,\10.121.19.175_SORBID INDIA CHHANI_TN703B_GJ_SSA VDR_PH2,2026-09-12 01:06:18,10.121.19.175_SORBID INDIA CHHANI_TN703B_GJ_SSA VDR_PH2,\e=7367,TN703B R2.9.2 Rev.B,10.121.19.175,,2.9.1 Rev.B load2.9.1_p13,B1,0,,GUJ _VADODARA  SSA,
96,\10.121.18.194_Naroda_TN725B_GJ_SSA AM_PH1,2026-09-08 01:05:54,10.121.18.194_Naroda_TN725B_GJ_SSA AM_PH1,\e=1895,TN725B R2.9.2,10.121.18.194,,2.9.1 load2.9.1_p13,B1,0,,Guj AHMD SSA,
97,\10.121.96.15_VICTOR EXCH_TN705B_WTR_RJ_PH2,2026-08-27 01:10:17,10.121.96.15_VICTOR EXCH_TN705B_WTR_RJ_PH2,\e=36962,TN705B R2.9.2,10.121.96.15,,2.9.1 load2.9.1_p13,B1,0,,,
98,\10.121.24.132_Rakholi_TN705B_GJ_SSA VAL_PH2,2026-08-25 01:12:36,10.121.24.132_Rakholi_TN705B_GJ_SSA VAL_PH2,\e=8028,TN705B R2.9.2,10.121.24.132,,2.9.1 load2.9.1_p13,B1,0,,Gujrat,
99,\10.121.68.219_DWARKA IAF_TN703B_GJ_SSA JMN_PH2,2026-08-31 01:07:00,10.121.68.219_DWARKA IAF_TN703B_GJ_SSA JMN_PH2,\e=46791,TN703B R2.9.2 Rev.B,10.121.68.219,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
100,\10.121.24.27_NATRAJ BTS_TN703B_GJ_SSA JND_PH3,2026-08-18 01:20:55,10.121.24.27_NATRAJ BTS_TN703B_GJ_SSA JND_PH3,\e=30316,TN703B R2.9.2 Rev.A,10.121.24.27,,2.9.1 Rev.A load2.9.1_p14,B1,2,,,
101,\10.121.16.99_Daman_TN725B_GJ_SSA VAL_PH2,2026-08-29 01:01:04,10.121.16.99_Daman_TN725B_GJ_SSA VAL_PH2,\e=8003,TN725B R2.9.2,10.121.16.99,,2.9.1 load2.9.1_p13,B1,0,,Gujrat,
102,\10.121.96.111_INDO FILL UNIT1_TN703B_GJ_SSA BCH_PH3,2026-09-03 01:20:16,10.121.96.111_INDO FILL UNIT1_TN703B_GJ_SSA BCH_PH3,\e=30310,TN703B R2.9.2 Rev.B,10.121.96.111,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
103,\10.121.18.135_NARODA_TN725B_GJ_SSA AM_PH1,2026-08-08 01:03:56,10.121.18.135_NARODA_TN725B_GJ_SSA AM_PH1,\e=1616,TN725B R2.9.2,10.121.18.135,,2.9.1 load2.9.1_p13,B1,0,,Guj AHMD SSA,
104,\10.121.99.171_GSFC Data Center_TN703B_GJ_SSA VDR_PH3,2026-08-01 01:11:30,10.121.99.171_GSFC Data Center_TN703B_GJ_SSA VDR_PH3,\e=25195,TN703B R2.9.2 Rev.B,10.121.99.171,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
105,\10.121.18.236_IIT PALAJ_TN703B_GJ_SSA AM_PH3,2026-05-19 01:12:42,10.121.18.236_IIT PALAJ_TN703B_GJ_SSA AM_PH3,\e=35252,TN703B R2.9.2 Rev.B,10.121.18.236,,2.9.1 Rev.B load2.9.1_p14,B1,0,,GJ_SSA AM_PH3,
106,\10.121.18.82_OGNAJ A1_TN703B_GJ_SSA AM_PH3,2026-08-07 01:15:30,10.121.18.188_Maninagar A1_TN703B_GJ_SSA AM_PH3,\e=38545,TN703B R2.9.2 Rev.B,10.121.18.188,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
107,\10.121.16.240_Kapadwanj_TN705B_WTR_AM_PH2,2026-05-14 01:02:44,10.121.16.240_Kapadwanj_TN705B_WTR_AM_PH2,\e=6072,TN705B R2.9.2,10.121.16.240,,2.9.1 load2.9.1_p13,B1,0,,GUJ _AHMD WTR,
108,\10.121.24.70_Madhapar_TN705B_GJ_SSA BUJ_PH2,2026-09-06 01:01:09,10.121.24.70_Madhapar_TN705B_GJ_SSA BUJ_PH2,\e=4707,TN705B R2.9.2,10.121.24.70,,2.9.1 load2.9.1_p13,B1,0,,GUJ _RAJKOT WTR,
109,\10.121.15.131_PRANTIJ_TN725B_WTR_AM_PH1,2026-08-23 01:15:02,10.121.15.131_PRANTIJ_TN725B_WTR_AM_PH1,\e=207,TN725B R2.9.2,10.121.15.131,,2.9.1 load2.9.1_p13,B1,2,,GUJ _AHMD WTR,
110,\10.121.17.199_MEMNAGAR_TN705B_GJ_SSA AM_PH1,2026-09-10 01:03:25,10.121.17.199_MEMNAGAR_TN705B_GJ_SSA AM_PH1,\e=2022,TN705B R2.9.2,10.121.17.199,,2.9.1 load2.9.1_p13,B1,0,,Guj AHMD SSA,
111,\10.121.19.211_COVID HOSPITAL_TN703B_GJ_SSA SR_PH2,2026-07-21 01:06:54,10.121.19.211_COVID HOSPITAL_TN703B_GJ_SSA SR_PH2,\e=4720,TN703B R2.9.2 Rev.B,10.121.19.211,,2.9.1 Rev.B load2.9.1_p14,B1,0,,GUJ _SURAT SSA,
112,\10.121.97.103_Takhatgadh-Ex_TN703B_GJ_SSA HMR_PH3,2026-08-03 01:15:29,10.121.97.103_Takhatgadh-Ex_TN703B_GJ_SSA HMR_PH3,\e=34915,TN703B R2.9.2 Rev.B,10.121.97.103,,2.9.1 Rev.B load2.9.1_p14,B1,0,,GJ_SSA HMR_PH3,
113,\10.121.97.101_KODIYAWADA_TN703B_GJ_SSA HMR_PH3,2026-08-28 01:19:16,10.121.97.101_KODIYAWADA_TN703B_GJ_SSA HMR_PH3,\e=34913,TN703B R2.9.2 Rev.B,10.121.97.101,,2.9.1 Rev.B load2.9.1_p14,B1,0,,GJ_SSA HMR_PH3,
114,\10.121.99.38_PATDI_TN705B_WTR_RJ_PH1,2026-08-20 01:18:46,10.121.99.38_PATDI_TN705B_WTR_RJ_PH1,\e=653,TN705B R2.9.2,10.121.99.38,,2.9.1 load2.9.1_p13,B1,0,,GUJ _RAJKOT WTR,
115,\10.121.17.131_SIHOR_TN725B_WTR_RJ_PH1,2026-09-02 01:07:25,10.121.17.131_SIHOR_TN725B_WTR_RJ_PH1,\e=609,TN725B R2.9.2,10.121.17.131,,2.9.1 load2.9.1_p13,B1,0,,GUJ _RAJKOT WTR,
116,\10.121.69.66_SURENDRA NAGAR1_TN725B_WTR_RJ_PH1,2026-09-09 01:02:35,10.121.69.66_SURENDRA NAGAR1_TN725B_WTR_RJ_PH1,\e=652,TN725B R2.9.2,10.121.69.66,,2.9.1 load2.9.1_p13,B1,0,,GUJ _RAJKOT WTR,
117,\10.121.17.201_GULBAI-TEKRA 3_TN725B_GJ_SSA AM_PH1,2026-09-04 01:02:03,10.121.17.201_GULBAI-TEKRA 3_TN725B_GJ_SSA AM_PH1,\e=1607,TN725B R2.9.2,10.121.17.201,,2.9.1 load2.9.1_p13,B1,0,,Guj AHMD SSA,
118,\10.121.17.5_MORBI_TN725B_WTR_RJ_PH1,2026-08-21 01:16:51,10.121.17.5_MORBI_TN725B_WTR_RJ_PH1,\e=441,TN725B R2.9.2,10.121.17.5,,2.9.1 load2.9.1_p13,B1,0,,GUJ _RAJKOT WTR,
119,\10.121.18.215_GVMM_TN725B_GJ_SSA AM_PH1,2026-09-10 01:04:56,10.121.18.215_GVMM_TN725B_GJ_SSA AM_PH1,\e=1861,TN725B R2.9.2,10.121.18.215,,2.9.1 load2.9.1_p13,B1,0,,Guj AHMD SSA,
120,\10.121.15.140_Unja_TN705B_WTR_AM_PH1,2026-07-21 01:10:43,10.121.15.140_Unja_TN705B_WTR_AM_PH1,\e=187,TN705B R2.9.2,10.121.15.140,,2.9.1 load2.9.1_p13,B1,0,,GUJ _AHMD WTR,
121,\10.121.100.7_Kim EXCG_TN703B_GJ_SSA SR_PH3,2026-08-25 01:00:59,10.121.100.7_Kim EXCG_TN703B_GJ_SSA SR_PH3,\e=8477,TN703B R2.9.2 Rev.B,10.121.100.7,,2.9.1 Rev.B load2.9.1_p14,B1,0,,GUJ _GODHRA SSA,
122,\10.121.26.78_SUKHSAR_TN705B_GJ_SSA GDH_PH2,2026-08-26 01:10:50,10.121.26.78_SUKHSAR_TN705B_GJ_SSA GDH_PH2,\e=25020,TN705B R2.9.2,10.121.26.78,,2.9.1 load2.9.1_p13,B1,0,,,
123,\10.121.17.194_ASHRAM RD_TN725B_GJ_SSA AM_PH1,2026-02-28 01:25:27,10.121.17.194_ASHRAM RD_TN725B_GJ_SSA AM_PH1,\e=1595,TN725B R2.9.2,10.121.17.194,,2.9.1 load2.9.1_p13,B1,0,,Guj AHMD SSA,
124,\10.121.17.66_BHUJ2(GNE)_TN725B_WTR_RJ_PH1,2026-07-23 01:19:40,10.121.17.66_BHUJ2(GNE)_TN725B_WTR_RJ_PH1,\e=1161,TN725B R2.9.2,10.121.17.66,,2.9.1 load2.9.1_p13,B1,2,,GUJ _RAJKOT WTR,
125,\10.121.19.132_MAKARPURA_TN725B_GJ_SSA VDR_PH2,2026-07-05 01:03:09,10.121.19.132_MAKARPURA_TN725B_GJ_SSA VDR_PH2,\e=3801,TN725B R2.9.2,10.121.19.132,,2.9.1 load2.9.1_p13,B1,0,,Gujrat,
126,\10.121.16.1_Bharuch City_TN725B_WTR_AM_PH1,2026-08-07 01:21:54,10.121.16.1_Bharuch City_TN725B_WTR_AM_PH1,\e=1423,TN725B R2.9.2,10.121.16.1,,2.9.1 load2.9.1_p13,B1,0,,GUJ _AHMD WTR,
127,\10.121.99.173_ICDS WARD-5_TN703B_GJ_SSA VDR_PH2,2026-09-11 01:12:24,10.121.99.173_ICDS WARD-5_TN703B_GJ_SSA VDR_PH2,\e=9384,TN703B R2.9.2 Rev.B,10.121.99.173,,2.9.1 Rev.B load2.9.1_p14,B1,0,,GUJ _VADODARA  SSA_PH3,
128,\10.121.18.213_Galudan_TN705B_GJ_SSA AM_PH1,2026-08-08 01:03:52,10.121.18.213_Galudan_TN705B_GJ_SSA AM_PH1,\e=1859,TN705B R2.9.2,10.121.18.213,,2.9.1 load2.9.1_p13,B1,0,,Guj AHMD SSA,
129,\10.121.20.5_Hapa_TN705B_GJ_SSA JMN_PH2,2026-08-31 01:03:21,10.121.20.5_Hapa_TN705B_GJ_SSA JMN_PH2,\e=4203,TN705B R2.9.2,10.121.20.5,,2.9.1 load2.9.1_p13,B1,0,,Gujarat Jamnagar SSA,
130,\10.121.24.66_MBM Bhuj B2_TN725B_GJ_SSA BUJ_PH2,2026-09-08 01:02:34,10.121.24.66_MBM Bhuj B2_TN725B_GJ_SSA BUJ_PH2,\e=4682,TN725B R2.9.2,10.121.24.66,,2.9.1 load2.9.1_p13,B1,0,,GUJ _RAJKOT WTR,
131,\10.121.17.81_CRL 1 KANDLA_TN703B_GJ_SSA BUJ_PH1,2026-09-12 01:09:52,10.121.17.81_CRL 1 KANDLA_TN703B_GJ_SSA BUJ_PH1,\e=2558,TN703B R2.9.2 Rev.A,10.121.17.81,,2.9.1 Rev.A load2.9.1_p14,B1,2,,,
132,\10.121.17.200_NARANPURA SCHOOL_TN705B_GJ_SSA AM_PH1,2026-08-16 01:14:38,10.121.17.200_NARANPURA SCHOOL_TN705B_GJ_SSA AM_PH1,\e=2023,TN705B R2.9.2,10.121.17.200,,2.9.1 load2.9.1_p13,B1,0,,Guj AHMD SSA,
133,\10.121.99.204_ONGC Colony_TN705B_GJ_SSA SR_PH3,2026-08-12 01:04:36,10.121.99.204_ONGC Colony_TN705B_GJ_SSA SR_PH3,\e=18902,TN705B R2.9.2,10.121.99.204,,2.9.1 load2.9.1_p13,B1,2,,GUJ_SURA SSA_PH3,
134,\10.121.25.167_AGIYOL_TN703B_GJ_SSA HMR_PH2,2026-08-03 01:18:14,10.121.25.167_AGIYOL_TN703B_GJ_SSA HMR_PH2,\e=6638,TN703B R2.9.2 Rev.B,10.121.25.167,,2.9.1 Rev.B load2.9.1_p14,B1,0,,GUJ _HIMMATNAGAR  SSA,
135,\10.121.17.21_JAMGADH_TN703B_GJ_SSA RJ_PH1,2026-09-09 01:01:28,10.121.17.21_DADVA_TN703B_GJ_SSA RJ_PH1,\e=3865,TN703B R2.9.2 Rev.A,10.121.17.21,,2.9.1 Rev.A load2.9.1_p14,B1,2,,GUJ _GUJRAT CIRCLE SSA,
136,\10.121.18.136_Cantonment_TN725B_GJ_SSA AM_PH1,2026-09-06 01:03:34,10.121.18.136_Cantonment_TN725B_GJ_SSA AM_PH1,\e=1617,TN725B R2.9.2,10.121.18.136,,2.9.1 load2.9.1_p13,B1,0,,Guj AHMD SSA,
137,\10.121.24.195_Jadeshwar_TN705B_GJ_SSA BCH_PH2,2026-08-11 01:08:56,10.121.24.195_Jadeshwar_TN705B_GJ_SSA BCH_PH2,\e=4732,TN705B R2.9.2,10.121.24.195,,2.9.1 load2.9.1_p13,B1,0,,Gujrat,
138,\10.121.26.73_Devgadh Baria_TN705B_WTR_AM_PH2,2026-08-11 01:03:53,10.121.26.73_Devgadh Baria_TN705B_WTR_AM_PH2,\e=9770,TN705B R2.9.2,10.121.26.73,,2.9.1 load2.9.1_p13,B1,0,,,
139,\10.121.17.25_RAJKOT KR2_TN725B_WTR_RJ_PH1,2026-07-25 01:11:52,10.121.17.25_RAJKOT KR2_TN725B_WTR_RJ_PH1,\e=416,TN725B R2.9.2,10.121.17.25,,2.9.1 load2.9.1_p13,B1,0,,GUJ _RAJKOT WTR,
140,\10.121.97.233_Wanakbara_TN703B_GJ_SSA JND_PH3,2026-09-11 01:08:41,10.121.97.233_Wanakbara_TN703B_GJ_SSA JND_PH3,\e=47007,TN703B R2.9.2 Rev.A,10.121.97.233,,2.9.1 Rev.A load2.9.1_p14,B1,2,,,
141,\10.121.15.165_TATA DHOLERA_TN705B_GJ_SSA AM_PH3,2026-08-19 01:11:02,10.121.15.165_TATA DHOLERA_TN705B_GJ_SSA AM_PH3,\e=47013,TN705B R2.9.2,10.121.15.165,,2.9.1 load2.9.1_p13,B1,0,,,
142,\10.121.15.143_Chanasma_TN725B_WTR_AM_PH1,2026-08-16 01:15:15,10.121.15.143_Chanasma_TN725B_WTR_AM_PH1,\e=4210,TN725B R2.9.2,10.121.15.143,,2.9.1 load2.9.1_p13,B1,0,,GUJ _AHMD WTR,
143,\10.121.18.122_BAREJA_TN705B_GJ_SSA AM_PH1,2026-09-12 01:07:03,10.121.18.122_BAREJA_TN705B_GJ_SSA AM_PH1,\e=47037,TN705B R2.9.2,10.121.18.122,,2.9.1 load2.9.1_p13,B1,0,,,
144,\10.121.24.123_NTRO BHUJ_TN703B_GJ_SSA BUJ_PH2,2026-08-24 01:02:34,10.121.24.123_NTRO BHUJ_TN703B_GJ_SSA BUJ_PH2,\e=7161,TN703B R2.9.2 Rev.A,10.121.24.123,,2.9.1 Rev.A load2.9.1_p14,B1,2,,GUJ _BHUJ SSA,
145,\10.121.99.221_DGVCL CALL CENTER_TN703B_GJ_SSA SR_PH2,2026-07-30 01:27:54,10.121.99.221_DGVCL CALL CENTER_TN703B_GJ_SSA SR_PH2,\e=19719,TN703B R2.9.2 Rev.B,10.121.99.221,,2.9.1 Rev.B load2.9.1_p14,B1,0,,GUJ_SURAT SSA,
146,\10.121.19.196_SURAT-MARKET2_TN725B_GJ_SSA SR_PH2,2026-08-13 01:16:49,10.121.19.196_SURAT-MARKET2_TN725B_GJ_SSA SR_PH2,\e=3402,TN725B R2.9.2,10.121.19.196,,2.9.1 load2.9.1_p13,B1,0,,Gujrat,
147,\10.121.19.230_DRC VST A1_TN703B_GJ_SSA SR_PH2,2026-08-17 01:06:31,10.121.19.230_DRC VST A1_TN703B_GJ_SSA SR_PH2,\e=6264,TN703B R2.9.2 Rev.B,10.121.19.230,,2.9.1 Rev.B load2.9.1_p14,B1,0,,GUJ _SURAT SSA,
148,\10.121.16.227_Halol_TN725B_WTR_AM_PH1,2026-09-06 01:09:47,10.121.16.227_Halol_TN725B_WTR_AM_PH1,\e=1826,TN725B R2.9.2,10.121.16.227,,2.9.1 load2.9.1_p13,B1,2,,GUJ _AHMD WTR,
149,\10.121.25.166_BERNA TE_TN703B_GJ_SSA HMR_PH2,2026-08-03 01:18:28,10.121.25.166_BERNA TE_TN703B_GJ_SSA HMR_PH2,\e=6632,TN703B R2.9.2 Rev.B,10.121.25.166,,2.9.1 Rev.B load2.9.1_p14,B1,0,,GUJ _HIMMATNAGAR  SSA,
150,\10.121.100.41_DGVCL VYARA_TN703B_GJ_SSA SR_PH,2026-08-03 01:12:24,10.121.100.41_DGVCL VYARA_TN703B_GJ_SSA SR_PH,\e=37435,TN703B R2.9.2 Rev.B,10.121.100.41,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
151,\10.121.19.157_NORTH MAMLATDAR SAMA_TN703B_GJ_SSA VDR_PH2,2026-09-05 01:05:28,10.121.19.157_NORTH MAMLATDAR SAMA_TN703B_GJ_SSA VDR_PH2,\e=6801,TN703B R2.9.2 Rev.B,10.121.19.157,,2.9.1 Rev.B load2.9.1_p14,B1,0,,GUJ _VADODARA  SSA,
152,\10.121.19.169_INDRA BTS_TN703B_GJ_SSA VDR_PH2,2026-08-01 01:06:05,10.121.19.169_INDRA BTS_TN703B_GJ_SSA VDR_PH2,\e=7360,TN703B R2.9.2 Rev.B,10.121.19.169,,2.9.1 Rev.B load2.9.1_p14,B1,0,,GUJ _VADODARA  SSA,
153,\10.121.98.67_CAMBAY_TN705B_GJ_SSA NAD_PH3,2026-07-31 01:11:47,10.121.98.67_CAMBAY_TN705B_GJ_SSA NAD_PH3,\e=11278,TN705B R2.9.2,10.121.98.67,,2.9.1 load2.9.1_p13,B1,2,,,
154,\10.121.18.31_SBI-GIFTCITY A1_TN703B_GJ_SSA AM_PH3,2026-07-31 01:00:11,10.121.18.31_SBI-GIFTCITY A1_TN703B_GJ_SSA AM_PH3,\e=39806,TN703B R2.9.2 Rev.A,10.121.18.31,,2.9.1 Rev.A load2.9.1_p14,B1,2,,,
155,\10.121.96.134_KADIA MOTA_TN705B_GJ_SSA BUJ_PH3,2026-09-12 01:10:27,10.121.96.134_KADIA MOTA_TN705B_GJ_SSA BUJ_PH3,\e=12127,TN705B R2.9.2,10.121.96.134,,2.9.1 load2.9.1_p13,B1,2,,SSA BHUJ_PH3,
156,\10.121.18.228_Rajendra Park BTS_TN703B_GJ_SSA AM_PH2,2026-08-04 01:08:19,10.121.18.228_Rajendra Park BTS_TN703B_GJ_SSA AM_PH2,\e=26318,TN703B R2.9.2 Rev.B,10.121.18.228,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
157,\10.121.96.140_Khombadi_TN705B_GJ_SSA BUJ_PH3,2026-08-04 01:10:30,10.121.96.140_Khombadi_TN705B_GJ_SSA BUJ_PH3,\e=12128,TN705B R2.9.2,10.121.96.140,,2.9.1 load2.9.1_p13,B1,0,,nILANGA,
158,\10.121.98.65_PETLAD_TN725B_GJ_SSA NAD_PH3,2026-08-22 01:02:48,10.121.98.65_PETLAD_TN725B_GJ_SSA NAD_PH3,\e=11266,TN725B R2.9.2,10.121.98.65,,2.9.1 load2.9.1_p13,B1,2,,,
159,\10.121.25.85_Manund_TN703B_GJ_SSA MEH_PH2,2026-09-12 01:25:05,10.121.25.85_Manund_TN703B_GJ_SSA MEH_PH2,\e=4451,TN703B R2.9.2 Rev.B,10.121.25.85,,2.9.1 Rev.B load2.9.1_p14,B1,0,,GUJ _MEHSANA  SSA,
160,\10.121.96.12_Rajula RSU_TN705B_GJ_SSA AMR_PH3,2026-08-27 01:13:06,10.121.96.12_Rajula RSU_TN705B_GJ_SSA AMR_PH3,\e=26355,TN705B R2.9.2,10.121.96.12,,2.9.1 load2.9.1_p13,B1,0,,,
161,\10.121.19.15_BANSWADA ROAD_TN703B_GJ_SSA GDH_PH3,2026-09-12 01:02:15,10.121.19.15_BANSWADA ROAD_TN703B_GJ_SSA GDH_PH3,\e=12352,TN703B R2.9.1 Rev.B,10.121.19.15,,2.9.1 Rev.B load2.9.1_p7,B1,0,,,
162,\10.121.19.18_BANDIBAR_TN703B_GJ_SSA GDH_PH2,2026-09-12 01:00:03,10.121.19.18_BANDIBAR_TN703B_GJ_SSA GDH_PH2,\e=12326,TN703B R2.9.2 Rev.B,10.121.19.18,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
163,\10.121.19.99_Sadguru Vatika_TN703B_GJ_SSA RJ_PH2,2026-05-17 01:03:07,10.121.19.99_Sadguru Vatika_TN703B_GJ_SSA RJ_PH2,\e=20143,TN703B R2.9.2 Rev.B,10.121.19.99,,2.9.1 Rev.B load2.9.1_p14,B1,0,,GUJ_RAJKOT SSA,
164,\10.121.18.163_SARVA SIKSHA GNR_TN703B_GJ_SSA AM_PH3,2026-08-07 01:01:08,10.121.18.163_SARVA SIKSHA GNR_TN703B_GJ_SSA AM_PH3,\e=39818,TN703B R2.9.2 Rev.A,10.121.18.163,,2.9.1 Rev.A load2.9.1_p14,B1,2,,,
165,\10.121.96.146_Naliya AF_TN703B_GJ_SSA BUJ_PH2,2026-07-31 01:07:02,10.121.96.146_Naliya AF_TN703B_GJ_SSA BUJ_PH2,\e=13254,TN703B R2.9.2 Rev.A,10.121.96.146,,2.9.1 Rev.A load2.9.1_p14,B1,2,,,
166,\10.121.96.143_VITHON 1_TN703B_GJ_SSA BUJ_PH2,2026-07-25 01:12:40,10.121.96.143_VITHON 1_TN703B_GJ_SSA BUJ_PH2,\e=13239,TN703B R2.9.2 Rev.A,10.121.96.143,,2.9.1 Rev.A load2.9.1_p14,B1,2,,,
167,\10.121.96.152_GUNERI_TN703B_GJ_SSA BUJ_PH2,2026-09-09 01:00:31,10.121.96.152_GUNERI_TN703B_GJ_SSA BUJ_PH2,\e=13260,TN703B R2.9.2 Rev.A,10.121.96.152,,2.9.1 Rev.A load2.9.1_p14,B1,2,,,
168,\10.121.68.205_SAMANA_TN705B_WTR_RJ_PH2,2026-09-10 01:05:34,10.121.68.205_SAMANA_TN705B_WTR_RJ_PH2,\e=13183,TN705B R2.9.2,10.121.68.205,,2.9.1 load2.9.1_p13,B1,0,,GUJ_RAJKOT WTR_PH3,
169,\10.121.17.205_INFO_TN725B_GJ_SSA AM_PH1,2026-06-26 01:09:35,10.121.17.205_INFO_TN725B_GJ_SSA AM_PH1,\e=1643,TN725B R2.9.2,10.121.17.205,,2.9.1 load2.9.1_p13,B1,0,,Guj AHMD SSA,
170,\10.121.15.144_AM BHADRA(GNE)_TN725B_WTR_AM_PH3,2026-05-18 01:06:49,10.121.15.144_AM BHADRA(GNE)_TN725B_WTR_AM_PH3,\e=13605,TN725B R2.9.2,10.121.15.144,,2.9.1 load2.9.1_p13,B1,0,,,
171,\10.121.17.82_Luni TE_TN703B_GJ_SSA BUJ_PH3,2026-08-14 01:09:01,10.121.17.82_Luni TE_TN703B_GJ_SSA BUJ_PH3,\e=14129,TN703B R2.9.2 Rev.B,10.121.17.82,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
172,\10.121.16.120_BOB-RO-NVS_TN703B_GJ_SSA VAL_PH3,2026-08-27 01:10:42,10.121.16.120_BOB-RO-NVS_TN703B_GJ_SSA VAL_PH3,\e=13868,TN703B R2.9.2 Rev.B,10.121.16.120,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
173,\10.121.25.76_BASPA_TN703B_GJ_SSA MEH_PH2,2026-08-23 01:16:30,10.121.25.76_BASPA_TN703B_GJ_SSA MEH_PH2,\e=24122,TN703B R2.9.2 Rev.B,10.121.25.76,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
174,\10.121.17.80_Ashapura Temple_TN703B_GJ_SSA BUJ_PH1,2026-09-12 01:10:13,10.121.17.80_Ashapura Temple_TN703B_GJ_SSA BUJ_PH1,\e=2552,TN703B R2.9.2 Rev.A,10.121.17.80,,2.9.1 Rev.A load2.9.1_p14,B1,2,,,
175,\10.121.15.149_BARWALA_TN725B_WTR_AM_PH3,2026-08-26 01:11:55,10.121.15.149_BARWALA_TN725B_WTR_AM_PH3,\e=14119,TN725B R2.9.2,10.121.15.149,,2.9.1 load2.9.1_p13,B1,0,,GUJ_AHM WTR -PH3,
176,\10.121.96.73_Civil lines_TN705B_GJ_SSA BCH_PH3,2026-09-05 01:07:08,10.121.96.73_Civil lines_TN705B_GJ_SSA BCH_PH3,\e=14334,TN705B R2.9.2,10.121.96.73,,2.9.1 load2.9.1_p13,B1,2,,GUJ-BHARUSH SSA-,
177,\10.121.99.207_VANZ_TN703B_GJ_SSA SR_PH3,2026-07-21 01:09:33,10.121.99.207_VANZ_TN703B_GJ_SSA SR_PH3,\e=45042,TN703B R2.9.2 Rev.B,10.121.99.207,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
178,\10.121.99.193_VARACHHA 2(GNE)_TN725B_GJ_SSA SR_PH3,2026-08-29 01:00:01,10.121.99.193_VARACHHA 2(GNE)_TN725B_GJ_SSA SR_PH3,\e=14506,TN725B R2.9.2,10.121.99.193,,2.9.1 load2.9.1_p13,B1,2,,GUJ-SURAT SSA-PH3,
179,\10.121.17.219_Sales Tax ARD_TN703B_GJ_SSA AM_PH3,2026-08-24 01:13:49,10.121.17.219_Sales Tax ARD_TN703B_GJ_SSA AM_PH3,\e=47207,TN703B R2.9.2 Rev.A,10.121.17.219,,2.9.1 Rev.A load2.9.1_p13,B1,2,,,
180,\10.121.25.134_R2 GADH B1_TN705B_GJ_SSA PNP_PH3,2026-07-31 01:06:48,10.121.25.134_R2 GADH B1_TN705B_GJ_SSA PNP_PH3,\e=14580,TN705B R2.9.2,10.121.25.134,,2.9.1 load2.9.1_p13,B1,0,,,
181,\10.121.19.135_SUBHANPURA_TN725B_GJ_SSA VDR_PH2,2026-07-10 01:02:26,10.121.19.135_SUBHANPURA_TN725B_GJ_SSA VDR_PH2,\e=3803,TN725B R2.9.2,10.121.19.135,,2.9.1 load2.9.1_p13,B1,0,,,
182,\10.121.19.242_VESU_TN725B_GJ_SSA SR_PH2,2026-09-04 01:02:56,10.121.19.242_VESU_TN725B_GJ_SSA SR_PH2,\e=14756,TN725B R2.9.2,10.121.19.242,,2.9.1 load2.9.1_p13,B1,0,,GUJ-SURAT SSA-PH3,
183,\10.121.26.13_Bhiloda_TN705B_WTR_AM_PH2,2026-08-11 01:11:37,10.121.26.13_Bhiloda_TN705B_WTR_AM_PH2,\e=14799,TN705B R2.9.2,10.121.26.13,,2.9.1 load2.9.1_p13,B1,0,,,
184,\10.121.96.37_TEENBATTI BTS_TN703B_GJ_SSA AMR_PH2,2026-07-26 01:04:34,10.121.96.37_TEENBATTI BTS_TN703B_GJ_SSA AMR_PH2,\e=14732,TN703B R2.9.2 Rev.B,10.121.96.37,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
185,\10.121.100.27_ANANDPUR B1_TN705B_GJ_SSA SR_PH3,2026-08-20 01:08:08,10.121.100.27_ANANDPUR B1_TN705B_GJ_SSA SR_PH3,\e=14974,TN705B R2.9.2,10.121.100.27,,2.9.1 load2.9.1_p13,B1,2,,GUJ-SURAT SSA-PH3,
186,\10.121.96.25_Mahuva-Rd-BTS_TN703B_GJ_SSA AMR_PH2,2026-09-12 01:05:30,10.121.96.25_Mahuva-Rd-BTS_TN703B_GJ_SSA AMR_PH2,\e=14730,TN703B R2.9.2 Rev.A,10.121.96.25,,2.9.1 Rev.A load2.9.1_p14,B1,2,,,
187,\10.121.96.46_Royal Complex BTS_TN703B_GJ_SSA AMR_PH2,2026-08-27 01:10:15,10.121.96.46_Royal Complex BTS_TN703B_GJ_SSA AMR_PH2,\e=14731,TN703B R2.9.2 Rev.B,10.121.96.46,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
